Leading Cancer Sites,Leading Cancer Sites Code,Year,Year Code,Sex,Sex Code,Ethnicity,Ethnicity Code,Mortality-Incidence Age-Adjusted Rate Ratio,Death Counts,Mortality Population,Mortality Age-Adjusted Rate,Incidence Counts,Incidence Population,Incidence Age-Adjusted Rate
Kidney and Renal Pelvis,29020,2009,2009,Male,M,Non-Hispanic,2186-5,0.261,7756,125745431,5.815,30844,125745431,22.308
Kidney and Renal Pelvis,29020,2010,2010,Female,F,Hispanic,2135-2,0.216,356,24992953,2.485,1918,24992953,11.487
Kidney and Renal Pelvis,29020,2010,2010,Female,F,Non-Hispanic,2186-5,0.224,4423,132256712,2.523,18371,132256712,11.247
Kidney and Renal Pelvis,29020,2010,2010,Male,M,Hispanic,2135-2,0.237,588,25738929,4.955,2928,25738929,20.907
Kidney and Renal Pelvis,29020,2010,2010,Male,M,Non-Hispanic,2186-5,0.264,7832,126338549,5.769,30712,126338549,21.815
Kidney and Renal Pelvis,29020,2010,2010,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,76,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2011,2011,Female,F,Hispanic,2135-2,0.195,357,25565638,2.339,2076,25565638,12.02
Kidney and Renal Pelvis,29020,2011,2011,Female,F,Non-Hispanic,2186-5,0.227,4564,132804863,2.564,18726,132804863,11.313
Kidney and Renal Pelvis,29020,2011,2011,Male,M,Hispanic,2135-2,0.24,617,26254388,4.945,3028,26254388,20.565
Kidney and Renal Pelvis,29020,2011,2011,Male,M,Non-Hispanic,2186-5,0.261,8001,126958592,5.761,31728,126958592,22.099
Kidney and Renal Pelvis,29020,2012,2012,Female,F,Hispanic,2135-2,0.193,377,26106559,2.398,2278,26106559,12.448
Kidney and Renal Pelvis,29020,2012,2012,Female,F,Non-Hispanic,2186-5,0.21,4361,133374076,2.394,19158,133374076,11.382
Kidney and Renal Pelvis,29020,2012,2012,Male,M,Hispanic,2135-2,0.243,665,26757437,5.046,3208,26757437,20.774
Kidney and Renal Pelvis,29020,2012,2012,Male,M,Non-Hispanic,2186-5,0.254,8090,127639590,5.684,32782,127639590,22.338
Kidney and Renal Pelvis,29020,2012,2012,Male,M,Unknown or Missing,UNK,Not Applicable,17,Not Applicable,Not Applicable,90,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2013,2013,Female,F,Hispanic,2135-2,0.193,388,26641948,2.316,2281,26641948,11.996
Kidney and Renal Pelvis,29020,2013,2013,Female,F,Non-Hispanic,2186-5,0.217,4544,133903945,2.469,19399,133903945,11.38
Kidney and Renal Pelvis,29020,2013,2013,Male,M,Hispanic,2135-2,0.22,665,27259191,4.748,3490,27259191,21.623
Kidney and Renal Pelvis,29020,2013,2013,Male,M,Non-Hispanic,2186-5,0.25,8276,128254863,5.666,33860,128254863,22.642
Kidney and Renal Pelvis,29020,2013,2013,Male,M,Unknown or Missing,UNK,Not Applicable,26,Not Applicable,Not Applicable,88,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2014,2014,Female,F,Hispanic,2135-2,0.187,386,27186616,2.263,2436,27186616,12.111
Kidney and Renal Pelvis,29020,2014,2014,Female,F,Non-Hispanic,2186-5,0.198,4320,134503903,2.285,20065,134503903,11.541
Kidney and Renal Pelvis,29020,2014,2014,Male,M,Hispanic,2135-2,0.236,737,27786043,5.042,3679,27786043,21.388
Kidney and Renal Pelvis,29020,2014,2014,Male,M,Non-Hispanic,2186-5,0.244,8436,128909767,5.628,35222,128909767,23.112
Kidney and Renal Pelvis,29020,2014,2014,Male,M,Unknown or Missing,UNK,Not Applicable,30,Not Applicable,Not Applicable,91,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2015,2015,Female,F,Hispanic,2135-2,0.183,428,27757109,2.305,2647,27757109,12.609
Kidney and Renal Pelvis,29020,2015,2015,Female,F,Non-Hispanic,2186-5,0.197,4501,135075042,2.34,20882,135075042,11.854
Kidney and Renal Pelvis,29020,2015,2015,Female,F,Unknown or Missing,UNK,Not Applicable,17,Not Applicable,Not Applicable,52,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2015,2015,Male,M,Hispanic,2135-2,0.243,804,28354824,5.325,3974,28354824,21.93
Kidney and Renal Pelvis,29020,2015,2015,Male,M,Non-Hispanic,2186-5,0.241,8683,129552019,5.679,36425,129552019,23.535
Kidney and Renal Pelvis,29020,2016,2016,Female,F,Hispanic,2135-2,0.176,411,28342097,2.164,2687,28342097,12.271
Kidney and Renal Pelvis,29020,2016,2016,Female,F,Non-Hispanic,2186-5,0.19,4429,135643965,2.268,21269,135643965,11.91
Kidney and Renal Pelvis,29020,2016,2016,Male,M,Hispanic,2135-2,0.225,827,28936905,5.13,4277,28936905,22.849
Kidney and Renal Pelvis,29020,2016,2016,Male,M,Non-Hispanic,2186-5,0.22,8144,130148788,5.242,37631,130148788,23.84
Kidney and Renal Pelvis,29020,2016,2016,Male,M,Unknown or Missing,UNK,Not Applicable,25,Not Applicable,Not Applicable,100,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2017,2017,Female,F,Hispanic,2135-2,0.174,449,28906337,2.232,2911,28906337,12.817
Kidney and Renal Pelvis,29020,2017,2017,Female,F,Non-Hispanic,2186-5,0.184,4463,136102346,2.252,22094,136102346,12.21
Kidney and Renal Pelvis,29020,2017,2017,Male,M,Hispanic,2135-2,0.217,803,29490085,4.845,4340,29490085,22.28
Kidney and Renal Pelvis,29020,2017,2017,Male,M,Non-Hispanic,2186-5,0.218,8214,130623360,5.184,38229,130623360,23.805
Kidney and Renal Pelvis,29020,2017,2017,Male,M,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,114,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2018,2018,Female,F,Hispanic,2135-2,0.168,458,29449021,2.164,3043,29449021,12.884
Kidney and Renal Pelvis,29020,2018,2018,Female,F,Non-Hispanic,2186-5,0.185,4484,136428665,2.206,21983,136428665,11.948
Kidney and Renal Pelvis,29020,2018,2018,Male,M,Hispanic,2135-2,0.208,810,30013471,4.644,4613,30013471,22.35
Kidney and Renal Pelvis,29020,2018,2018,Male,M,Non-Hispanic,2186-5,0.217,8357,130947042,5.167,38883,130947042,23.863
Kidney and Renal Pelvis,29020,2018,2018,Male,M,Unknown or Missing,UNK,Not Applicable,21,Not Applicable,Not Applicable,116,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2019,2019,Female,F,Hispanic,2135-2,0.159,465,29926362,2.127,3242,29926362,13.375
Kidney and Renal Pelvis,29020,2019,2019,Female,F,Non-Hispanic,2186-5,0.174,4325,136711255,2.084,22389,136711255,12.005
Kidney and Renal Pelvis,29020,2019,2019,Male,M,Hispanic,2135-2,0.2,826,30471950,4.627,4940,30471950,23.083
Kidney and Renal Pelvis,29020,2019,2019,Male,M,Non-Hispanic,2186-5,0.208,8382,131220386,5.06,40136,131220386,24.289
Kidney and Renal Pelvis,29020,2019,2019,Male,M,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,94,Not Applicable,Not Applicable
Kidney and Renal Pelvis,29020,2020,2020,Female,F,Hispanic,2135-2,0.171,435,29686986,1.881,2748,29686986,11.022
Kidney and Renal Pelvis,29020,2020,2020,Female,F,Non-Hispanic,2186-5,0.2,4288,132552322,2.107,19208,132552322,10.553
Kidney and Renal Pelvis,29020,2020,2020,Male,M,Hispanic,2135-2,0.223,863,30192675,4.591,4519,30192675,20.617
Kidney and Renal Pelvis,29020,2020,2020,Male,M,Non-Hispanic,2186-5,0.234,8367,127158928,5.126,35589,127158928,21.896
Larynx,22020,1999,1999,Female,F,Hispanic,2135-2,0.304,22,16482539,0.292,89,16482539,0.962
Larynx,22020,1999,1999,Female,F,Non-Hispanic,2186-5,0.299,785,123911675,0.544,2504,123911675,1.819
Larynx,22020,1999,1999,Male,M,Hispanic,2135-2,0.346,148,17412426,2.472,500,17412426,7.151
Larynx,22020,1999,1999,Male,M,Non-Hispanic,2186-5,0.305,2795,117654708,2.547,9484,117654708,8.362
Larynx,22020,2000,2000,Female,F,Hispanic,2135-2,0.183,19,17296134,0.211,117,17296134,1.151
Larynx,22020,2000,2000,Female,F,Non-Hispanic,2186-5,0.317,789,124569636,0.544,2388,124569636,1.715
Larynx,22020,2000,2000,Male,M,Hispanic,2135-2,0.281,124,18311173,1.978,538,18311173,7.031
Larynx,22020,2000,2000,Male,M,Non-Hispanic,2186-5,0.317,2869,118381271,2.582,9401,118381271,8.15
Larynx,22020,2001,2001,Female,F,Hispanic,2135-2,0.267,22,18038562,0.248,96,18038562,0.928
Larynx,22020,2001,2001,Female,F,Non-Hispanic,2186-5,0.31,753,125565415,0.515,2353,125565415,1.662
Larynx,22020,2001,2001,Male,M,Hispanic,2135-2,0.289,141,19057491,1.968,534,19057491,6.801
Larynx,22020,2001,2001,Male,M,Non-Hispanic,2186-5,0.316,2825,119454493,2.499,9288,119454493,7.917
Larynx,22020,2001,2001,Male,M,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,21,Not Applicable,Not Applicable
Larynx,22020,2002,2002,Female,F,Hispanic,2135-2,0.392,26,18777495,0.282,80,18777495,0.719
Larynx,22020,2002,2002,Female,F,Non-Hispanic,2186-5,0.322,767,126141727,0.516,2309,126141727,1.605
Larynx,22020,2002,2002,Male,M,Hispanic,2135-2,0.27,139,19788056,1.802,542,19788056,6.684
Larynx,22020,2002,2002,Male,M,Non-Hispanic,2186-5,0.314,2746,120059234,2.363,9026,120059234,7.531
Larynx,22020,2003,2003,Female,F,Non-Hispanic,2186-5,0.296,756,128149920,0.493,2460,128149920,1.666
Larynx,22020,2003,2003,Male,M,Hispanic,2135-2,0.288,148,20516198,1.973,586,20516198,6.844
Larynx,22020,2003,2003,Male,M,Non-Hispanic,2186-5,0.323,2853,121912699,2.383,9151,121912699,7.387
Larynx,22020,2004,2004,Female,F,Non-Hispanic,2186-5,0.278,718,128713636,0.462,2492,128713636,1.66
Larynx,22020,2004,2004,Male,M,Hispanic,2135-2,0.354,178,21233735,2.204,575,21233735,6.229
Larynx,22020,2004,2004,Male,M,Non-Hispanic,2186-5,0.302,2745,122594277,2.254,9435,122594277,7.465
Larynx,22020,2005,2005,Female,F,Hispanic,2135-2,0.238,18,21030934,0.177,93,21030934,0.747
Larynx,22020,2005,2005,Female,F,Non-Hispanic,2186-5,0.32,794,129182533,0.51,2433,129182533,1.596
Larynx,22020,2005,2005,Male,M,Hispanic,2135-2,0.332,165,21983069,1.99,578,21983069,5.991
Larynx,22020,2005,2005,Male,M,Non-Hispanic,2186-5,0.31,2811,123116126,2.265,9439,123116126,7.312
Larynx,22020,2006,2006,Female,F,Hispanic,2135-2,0.207,19,21837469,0.152,99,21837469,0.737
Larynx,22020,2006,2006,Female,F,Non-Hispanic,2186-5,0.327,810,129895178,0.508,2415,129895178,1.551
Larynx,22020,2006,2006,Male,M,Hispanic,2135-2,0.336,161,22764677,1.87,569,22764677,5.568
Larynx,22020,2006,2006,Male,M,Non-Hispanic,2186-5,0.307,2820,123882588,2.215,9474,123882588,7.203
Larynx,22020,2007,2007,Female,F,Hispanic,2135-2,0.183,17,22650892,0.138,106,22650892,0.756
Larynx,22020,2007,2007,Female,F,Non-Hispanic,2186-5,0.291,724,130515461,0.446,2425,130515461,1.535
Larynx,22020,2007,2007,Male,M,Hispanic,2135-2,0.258,147,23542063,1.569,647,23542063,6.079
Larynx,22020,2007,2007,Male,M,Non-Hispanic,2186-5,0.299,2737,124522791,2.094,9483,124522791,7
Larynx,22020,2008,2008,Female,F,Hispanic,2135-2,0.298,27,23468891,0.218,106,23468891,0.733
Larynx,22020,2008,2008,Female,F,Non-Hispanic,2186-5,0.304,783,131135124,0.476,2523,131135124,1.563
Larynx,22020,2008,2008,Male,M,Hispanic,2135-2,0.278,164,24320894,1.657,660,24320894,5.963
Larynx,22020,2008,2008,Male,M,Non-Hispanic,2186-5,0.308,2775,125169057,2.078,9335,125169057,6.752
Larynx,22020,2009,2009,Female,F,Hispanic,2135-2,0.246,27,24261364,0.201,124,24261364,0.816
Larynx,22020,2009,2009,Female,F,Non-Hispanic,2186-5,0.291,733,131702711,0.435,2460,131702711,1.496
Larynx,22020,2009,2009,Male,M,Hispanic,2135-2,0.294,172,25062023,1.625,632,25062023,5.518
Larynx,22020,2009,2009,Male,M,Non-Hispanic,2186-5,0.294,2685,125745431,1.972,9502,125745431,6.701
Larynx,22020,2010,2010,Female,F,Hispanic,2135-2,0.256,23,24992953,0.165,103,24992953,0.644
Larynx,22020,2010,2010,Female,F,Non-Hispanic,2186-5,0.277,716,132256712,0.418,2530,132256712,1.508
Larynx,22020,2010,2010,Male,M,Hispanic,2135-2,0.321,188,25738929,1.706,646,25738929,5.306
Larynx,22020,2010,2010,Male,M,Non-Hispanic,2186-5,0.299,2753,126338549,1.973,9590,126338549,6.608
Larynx,22020,2011,2011,Female,F,Hispanic,2135-2,0.306,32,25565638,0.21,113,25565638,0.685
Larynx,22020,2011,2011,Female,F,Non-Hispanic,2186-5,0.297,751,132804863,0.429,2464,132804863,1.445
Larynx,22020,2011,2011,Male,M,Hispanic,2135-2,0.354,198,26254388,1.727,632,26254388,4.872
Larynx,22020,2011,2011,Male,M,Non-Hispanic,2186-5,0.298,2740,126958592,1.899,9433,126958592,6.381
Larynx,22020,2012,2012,Female,F,Hispanic,2135-2,0.258,25,26106559,0.173,114,26106559,0.672
Larynx,22020,2012,2012,Female,F,Non-Hispanic,2186-5,0.277,709,133374076,0.399,2520,133374076,1.441
Larynx,22020,2012,2012,Male,M,Hispanic,2135-2,0.344,189,26757437,1.596,640,26757437,4.645
Larynx,22020,2012,2012,Male,M,Non-Hispanic,2186-5,0.304,2724,127639590,1.853,9269,127639590,6.1
Larynx,22020,2013,2013,Female,F,Hispanic,2135-2,0.237,23,26641948,0.14,109,26641948,0.591
Larynx,22020,2013,2013,Female,F,Non-Hispanic,2186-5,0.281,711,133903945,0.388,2455,133903945,1.38
Larynx,22020,2013,2013,Male,M,Hispanic,2135-2,0.312,196,27259191,1.553,709,27259191,4.97
Larynx,22020,2013,2013,Male,M,Non-Hispanic,2186-5,0.302,2787,128254863,1.848,9493,128254863,6.119
Larynx,22020,2014,2014,Female,F,Hispanic,2135-2,0.183,19,27186616,0.108,116,27186616,0.589
Larynx,22020,2014,2014,Female,F,Non-Hispanic,2186-5,0.278,688,134503903,0.375,2456,134503903,1.35
Larynx,22020,2014,2014,Male,M,Hispanic,2135-2,0.317,193,27786043,1.443,701,27786043,4.548
Larynx,22020,2014,2014,Male,M,Non-Hispanic,2186-5,0.312,2840,128909767,1.836,9383,128909767,5.892
Larynx,22020,2015,2015,Female,F,Hispanic,2135-2,0.23,23,27757109,0.12,108,27757109,0.52
Larynx,22020,2015,2015,Female,F,Non-Hispanic,2186-5,0.29,753,135075042,0.393,2487,135075042,1.354
Larynx,22020,2015,2015,Male,M,Hispanic,2135-2,0.342,206,28354824,1.476,681,28354824,4.31
Larynx,22020,2015,2015,Male,M,Non-Hispanic,2186-5,0.303,2760,129552019,1.743,9332,129552019,5.749
Larynx,22020,2015,2015,Male,M,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,22,Not Applicable,Not Applicable
Larynx,22020,2016,2016,Female,F,Hispanic,2135-2,0.185,21,28342097,0.113,128,28342097,0.609
Larynx,22020,2016,2016,Female,F,Non-Hispanic,2186-5,0.308,793,135643965,0.402,2457,135643965,1.305
Larynx,22020,2016,2016,Male,M,Hispanic,2135-2,0.314,199,28936905,1.311,696,28936905,4.179
Larynx,22020,2016,2016,Male,M,Non-Hispanic,2186-5,0.31,2838,130148788,1.733,9237,130148788,5.591
Larynx,22020,2017,2017,Female,F,Hispanic,2135-2,0.256,32,28906337,0.165,142,28906337,0.644
Larynx,22020,2017,2017,Female,F,Non-Hispanic,2186-5,0.275,711,136102346,0.359,2467,136102346,1.308
Larynx,22020,2017,2017,Male,M,Hispanic,2135-2,0.33,210,29490085,1.339,722,29490085,4.058
Larynx,22020,2017,2017,Male,M,Non-Hispanic,2186-5,0.304,2739,130623360,1.651,9198,130623360,5.436
Larynx,22020,2018,2018,Female,F,Hispanic,2135-2,0.201,30,29449021,0.134,153,29449021,0.668
Larynx,22020,2018,2018,Female,F,Non-Hispanic,2186-5,0.295,730,136428665,0.361,2378,136428665,1.225
Larynx,22020,2018,2018,Male,M,Hispanic,2135-2,0.313,204,30013471,1.192,693,30013471,3.811
Larynx,22020,2018,2018,Male,M,Non-Hispanic,2186-5,0.308,2802,130947042,1.634,9142,130947042,5.31
Larynx,22020,2019,2019,Female,F,Hispanic,2135-2,0.192,26,29926362,0.112,146,29926362,0.587
Larynx,22020,2019,2019,Female,F,Non-Hispanic,2186-5,0.297,746,136711255,0.361,2383,136711255,1.214
Larynx,22020,2019,2019,Male,M,Hispanic,2135-2,0.306,211,30471950,1.256,772,30471950,4.105
Larynx,22020,2019,2019,Male,M,Non-Hispanic,2186-5,0.313,2816,131220386,1.615,9124,131220386,5.159
Larynx,22020,2020,2020,Female,F,Hispanic,2135-2,0.372,37,29686986,0.161,105,29686986,0.433
Larynx,22020,2020,2020,Female,F,Non-Hispanic,2186-5,0.305,692,132552322,0.341,2160,132552322,1.116
Larynx,22020,2020,2020,Male,M,Hispanic,2135-2,0.33,201,30192675,1.135,691,30192675,3.434
Larynx,22020,2020,2020,Male,M,Non-Hispanic,2186-5,0.347,2759,127158928,1.617,8064,127158928,4.663
Leukemias,35011-35043,1999,1999,Female,F,Hispanic,2135-2,0.51,462,16482539,4.51,1009,16482539,8.845
Leukemias,35011-35043,1999,1999,Female,F,Non-Hispanic,2186-5,0.605,8908,123911675,5.98,13972,123911675,9.886
Leukemias,35011-35043,1999,1999,Female,F,Unknown or Missing,UNK,Not Applicable,23,Not Applicable,Not Applicable,37,Not Applicable,Not Applicable
Leukemias,35011-35043,1999,1999,Male,M,Hispanic,2135-2,0.493,534,17412426,6.359,1311,17412426,12.89
Leukemias,35011-35043,1999,1999,Male,M,Non-Hispanic,2186-5,0.624,10842,117654708,10.379,18060,117654708,16.621
Leukemias,35011-35043,1999,1999,Male,M,Unknown or Missing,UNK,Not Applicable,17,Not Applicable,Not Applicable,49,Not Applicable,Not Applicable
Leukemias,35011-35043,2000,2000,Female,F,Hispanic,2135-2,0.464,444,17296134,4.235,1146,17296134,9.134
Leukemias,35011-35043,2000,2000,Female,F,Non-Hispanic,2186-5,0.581,8984,124569636,5.955,14677,124569636,10.253
Leukemias,35011-35043,2000,2000,Female,F,Unknown or Missing,UNK,Not Applicable,26,Not Applicable,Not Applicable,53,Not Applicable,Not Applicable
Leukemias,35011-35043,2000,2000,Male,M,Hispanic,2135-2,0.504,597,18311173,6.965,1412,18311173,13.828
Leukemias,35011-35043,2000,2000,Male,M,Non-Hispanic,2186-5,0.589,11027,118381271,10.405,19487,118381271,17.653
Leukemias,35011-35043,2000,2000,Male,M,Unknown or Missing,UNK,Not Applicable,27,Not Applicable,Not Applicable,55,Not Applicable,Not Applicable
Leukemias,35011-35043,2001,2001,Female,F,Hispanic,2135-2,0.454,474,18038562,4.229,1183,18038562,9.323
Leukemias,35011-35043,2001,2001,Female,F,Non-Hispanic,2186-5,0.567,9052,125565415,5.946,15157,125565415,10.485
Leukemias,35011-35043,2001,2001,Female,F,Unknown or Missing,UNK,Not Applicable,22,Not Applicable,Not Applicable,39,Not Applicable,Not Applicable
Leukemias,35011-35043,2001,2001,Male,M,Hispanic,2135-2,0.505,642,19057491,6.858,1491,19057491,13.577
Leukemias,35011-35043,2001,2001,Male,M,Non-Hispanic,2186-5,0.582,11120,119454493,10.321,19902,119454493,17.723
Leukemias,35011-35043,2001,2001,Male,M,Unknown or Missing,UNK,Not Applicable,30,Not Applicable,Not Applicable,66,Not Applicable,Not Applicable
Leukemias,35011-35043,2002,2002,Female,F,Hispanic,2135-2,0.471,488,18777495,4.165,1227,18777495,8.85
Leukemias,35011-35043,2002,2002,Female,F,Non-Hispanic,2186-5,0.569,8892,126141727,5.763,14782,126141727,10.124
Leukemias,35011-35043,2002,2002,Female,F,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,35,Not Applicable,Not Applicable
Leukemias,35011-35043,2002,2002,Male,M,Hispanic,2135-2,0.454,602,19788056,6.324,1556,19788056,13.932
Leukemias,35011-35043,2002,2002,Male,M,Non-Hispanic,2186-5,0.598,11304,120059234,10.335,19706,120059234,17.285
Leukemias,35011-35043,2002,2002,Male,M,Unknown or Missing,UNK,Not Applicable,30,Not Applicable,Not Applicable,52,Not Applicable,Not Applicable
Leukemias,35011-35043,2003,2003,Female,F,Hispanic,2135-2,0.479,508,19529116,4.245,1252,19529116,8.859
Leukemias,35011-35043,2003,2003,Female,F,Non-Hispanic,2186-5,0.541,8987,128149920,5.69,15720,128149920,10.525
Leukemias,35011-35043,2003,2003,Male,M,Hispanic,2135-2,0.506,651,20516198,6.535,1561,20516198,12.906
Leukemias,35011-35043,2003,2003,Male,M,Non-Hispanic,2186-5,0.576,11423,121912699,10.171,20640,121912699,17.644
Leukemias,35011-35043,2003,2003,Male,M,Unknown or Missing,UNK,Not Applicable,30,Not Applicable,Not Applicable,61,Not Applicable,Not Applicable
Leukemias,35011-35043,2004,2004,Female,F,Hispanic,2135-2,0.423,481,20263650,3.809,1324,20263650,9.005
Leukemias,35011-35043,2004,2004,Female,F,Non-Hispanic,2186-5,0.531,8925,128713636,5.598,15872,128713636,10.548
Leukemias,35011-35043,2004,2004,Male,M,Hispanic,2135-2,0.48,672,21233735,6.215,1658,21233735,12.96
Leukemias,35011-35043,2004,2004,Male,M,Non-Hispanic,2186-5,0.554,11363,122594277,9.967,21371,122594277,18.005
Leukemias,35011-35043,2004,2004,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,57,Not Applicable,Not Applicable
Leukemias,35011-35043,2005,2005,Female,F,Hispanic,2135-2,0.458,527,21030934,3.94,1325,21030934,8.607
Leukemias,35011-35043,2005,2005,Female,F,Non-Hispanic,2186-5,0.523,8907,129182533,5.531,16086,129182533,10.574
Leukemias,35011-35043,2005,2005,Male,M,Hispanic,2135-2,0.541,749,21983069,6.911,1752,21983069,12.776
Leukemias,35011-35043,2005,2005,Male,M,Non-Hispanic,2186-5,0.563,11511,123116126,9.953,21378,123116126,17.686
Leukemias,35011-35043,2006,2006,Female,F,Hispanic,2135-2,0.441,556,21837469,4.014,1480,21837469,9.102
Leukemias,35011-35043,2006,2006,Female,F,Non-Hispanic,2186-5,0.518,9020,129895178,5.526,16454,129895178,10.677
Leukemias,35011-35043,2006,2006,Male,M,Hispanic,2135-2,0.445,690,22764677,6.166,1895,22764677,13.841
Leukemias,35011-35043,2006,2006,Male,M,Non-Hispanic,2186-5,0.554,11720,123882588,9.895,21970,123882588,17.845
Leukemias,35011-35043,2006,2006,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,59,Not Applicable,Not Applicable
Leukemias,35011-35043,2007,2007,Female,F,Hispanic,2135-2,0.438,585,22650892,3.895,1548,22650892,8.897
Leukemias,35011-35043,2007,2007,Female,F,Non-Hispanic,2186-5,0.504,8897,130515461,5.382,16539,130515461,10.675
Leukemias,35011-35043,2007,2007,Male,M,Hispanic,2135-2,0.448,697,23542063,5.869,1971,23542063,13.086
Leukemias,35011-35043,2007,2007,Male,M,Non-Hispanic,2186-5,0.553,11724,124522791,9.745,22127,124522791,17.627
Leukemias,35011-35043,2008,2008,Female,F,Hispanic,2135-2,0.404,593,23468891,3.909,1719,23468891,9.678
Leukemias,35011-35043,2008,2008,Female,F,Non-Hispanic,2186-5,0.506,9057,131135124,5.387,16695,131135124,10.648
Leukemias,35011-35043,2008,2008,Female,F,Unknown or Missing,UNK,Not Applicable,23,Not Applicable,Not Applicable,55,Not Applicable,Not Applicable
Leukemias,35011-35043,2008,2008,Male,M,Hispanic,2135-2,0.477,772,24320894,6.336,2067,24320894,13.288
